"Interferer Name","Interferer ID"
"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",0
"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",1
"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",2
"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",3
"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",4
"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",5

"Time (UTCG)","Link To ID","IF Source ID","Interferer Name","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Power At Rcvr Input (dBW)","Rcvr Gain (dB)","Rcvr NormGain","Rcvr Loss (dB)","Bandwidth Overlap (units)","Pwr Flux Density (dBW/m^2)","C/I (dB)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)"
10 Aug 2024 20:24:05.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3509,13.399,96.934,67.946,2361.512574,0.000,0.000,15.000,-170.034,0.0000,1.000000,183.4334,1.0000,-124.083992,17.2987,0.000,0.0000,183.4334,0.0000,0.0000
10 Aug 2024 20:25:05.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3438,13.392,106.595,67.991,2424.892363,0.000,0.000,15.000,-170.271,0.0000,1.000000,183.6635,0.9999,-124.313540,17.5361,0.000,0.0000,183.6635,0.0000,0.0000
10 Aug 2024 20:26:05.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3375,13.386,115.484,68.030,2551.863718,0.000,0.000,15.000,-170.721,0.0000,1.000000,184.1068,0.9998,-124.756460,17.9860,0.000,0.0000,184.1068,0.0000,0.0000
10 Aug 2024 21:56:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,8.066,68.031,2573.115367,0.000,0.000,15.000,-170.795,0.0000,1.000000,184.1788,0.9996,-124.800320,18.0595,0.000,0.0000,184.1788,0.0000,0.0000
10 Aug 2024 21:57:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3914,13.440,8.994,67.694,2169.502283,0.000,0.000,15.000,-169.259,0.0000,1.000000,182.6968,0.9996,-123.264495,16.5235,0.000,0.0000,182.6968,0.0000,0.0000
10 Aug 2024 21:58:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.6042,13.653,10.405,66.380,1768.967996,0.000,0.000,15.000,-167.273,0.0000,1.000000,180.9240,0.9996,-121.279446,14.5378,0.000,0.0000,180.9240,0.0000,0.0000
10 Aug 2024 21:59:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3441,13.393,299.681,67.989,2422.585359,0.000,0.000,15.000,-170.264,0.0000,1.000000,183.6552,0.9998,-124.291208,17.5283,0.000,0.0000,183.6552,0.0000,0.0000
10 Aug 2024 21:59:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,1.1242,14.173,12.763,63.275,1376.594576,0.000,0.000,15.000,-164.575,0.0000,1.000000,178.7457,0.9996,-118.582575,11.8395,0.000,0.0000,178.7457,0.0000,0.0000
10 Aug 2024 22:00:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3751,13.424,290.764,67.795,2230.742076,0.000,0.000,15.000,-169.516,0.0000,1.000000,182.9386,0.9998,-123.549876,16.7804,0.000,0.0000,182.9386,0.0000,0.0000
10 Aug 2024 22:00:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,2.3564,15.405,17.405,56.487,1004.588441,0.000,0.000,15.000,-160.606,0.0000,1.000000,176.0094,0.9996,-114.617627,7.8707,0.000,0.0000,176.0094,0.0000,0.0000
10 Aug 2024 22:01:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.4135,13.462,280.334,67.556,2101.674050,0.000,0.000,15.000,-168.959,0.0000,1.000000,182.4209,0.9999,-123.001685,16.2240,0.000,0.0000,182.4209,0.0000,0.0000
10 Aug 2024 22:01:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,30.091,41.576,689.594512,0.000,0.000,15.000,-154.565,0.0000,1.000000,172.7415,0.9997,-108.587840,1.8297,0.000,0.0000,172.7415,0.0000,0.0000
10 Aug 2024 22:02:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.4345,13.483,268.862,67.425,2048.032225,0.000,0.000,15.000,-168.713,0.0000,1.000000,182.1963,1.0000,-122.765240,15.9782,0.000,0.0000,182.1963,0.0000,0.0000
10 Aug 2024 22:02:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,92.486,22.523,544.364272,0.000,0.000,15.000,-152.510,0.0000,1.000000,170.6874,1.0000,-106.562961,-0.2255,0.000,0.0000,170.6874,0.0000,0.0000
10 Aug 2024 22:03:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.4231,13.472,257.222,67.496,2076.075777,0.000,0.000,15.000,-168.843,0.0000,1.000000,182.3145,0.9999,-122.888414,16.1079,0.000,0.0000,182.3145,0.0000,0.0000
10 Aug 2024 22:03:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,155.674,41.390,687.316449,0.000,0.000,15.000,-154.536,0.0000,1.000000,172.7127,0.9997,-108.559254,1.8010,0.000,0.0000,172.7127,0.0000,0.0000
10 Aug 2024 22:04:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3876,13.436,246.357,67.717,2182.725471,0.000,0.000,15.000,-169.314,0.0000,1.000000,182.7496,0.9999,-123.350696,16.5789,0.000,0.0000,182.7496,0.0000,0.0000
10 Aug 2024 22:04:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,2.3726,15.421,168.518,56.402,1001.563359,0.000,0.000,15.000,-160.564,0.0000,1.000000,175.9832,0.9996,-114.575235,7.8283,0.000,0.0000,175.9832,0.0000,0.0000
10 Aug 2024 22:05:33.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3515,13.400,236.892,67.942,2357.104859,0.000,0.000,15.000,-170.018,0.0000,1.000000,183.4172,0.9998,-124.047394,17.2828,0.000,0.0000,183.4172,0.0000,0.0000
10 Aug 2024 22:05:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,1.1304,14.179,173.214,63.239,1373.476539,0.000,0.000,15.000,-164.549,0.0000,1.000000,178.7260,0.9996,-118.556625,11.8135,0.000,0.0000,178.7260,0.0000,0.0000
10 Aug 2024 22:06:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.6066,13.655,175.613,66.365,1766.017057,0.000,0.000,15.000,-167.256,0.0000,1.000000,180.9095,0.9996,-121.262456,14.5209,0.000,0.0000,180.9095,0.0000,0.0000
10 Aug 2024 22:07:33.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3921,13.441,177.066,67.689,2166.868529,0.000,0.000,15.000,-169.247,0.0000,1.000000,182.6863,0.9996,-123.253121,16.5122,0.000,0.0000,182.6863,0.0000,0.0000
10 Aug 2024 23:35:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,1.431,68.031,2570.022627,0.000,0.000,15.000,-170.784,0.0000,1.000000,184.1683,0.9996,-124.789771,18.0492,0.000,0.0000,184.1683,0.0000,0.0000
10 Aug 2024 23:36:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3925,13.441,2.311,67.686,2165.530548,0.000,0.000,15.000,-169.242,0.0000,1.000000,182.6809,0.9996,-123.247303,16.5065,0.000,0.0000,182.6809,0.0000,0.0000
10 Aug 2024 23:37:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.6083,13.657,3.620,66.355,1764.074708,0.000,0.000,15.000,-167.245,0.0000,1.000000,180.8999,0.9996,-121.251193,14.5098,0.000,0.0000,180.8999,0.0000,0.0000
10 Aug 2024 23:37:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,311.539,68.031,2568.781753,0.000,0.000,15.000,-170.779,0.0000,1.000000,184.1642,0.9998,-124.802915,18.0443,0.000,0.0000,184.1642,0.0000,0.0000
10 Aug 2024 23:38:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.1361,14.185,5.782,63.206,1370.657350,0.000,0.000,15.000,-164.525,0.0000,1.000000,178.7082,0.9996,-118.532972,11.7901,0.000,0.0000,178.7082,0.0000,0.0000
10 Aug 2024 23:38:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3544,13.403,303.643,67.925,2337.639227,0.000,0.000,15.000,-169.943,0.0000,1.000000,183.3452,0.9998,-123.972177,17.2081,0.000,0.0000,183.3452,0.0000,0.0000
10 Aug 2024 23:39:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,2.3955,15.444,10.029,56.284,997.350953,0.000,0.000,15.000,-160.504,0.0000,1.000000,175.9466,0.9996,-114.515565,7.7690,0.000,0.0000,175.9466,0.0000,0.0000
10 Aug 2024 23:39:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3942,13.443,294.117,67.676,2160.031911,0.000,0.000,15.000,-169.217,0.0000,1.000000,182.6588,0.9999,-123.252939,16.4816,0.000,0.0000,182.6588,0.0000,0.0000
10 Aug 2024 23:40:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,21.843,40.849,680.814059,0.000,0.000,15.000,-154.454,0.0000,1.000000,172.6302,0.9997,-108.476381,1.7185,0.000,0.0000,172.6302,0.0000,0.0000
10 Aug 2024 23:40:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.4334,13.482,283.134,67.432,2050.534856,0.000,0.000,15.000,-168.725,0.0000,1.000000,182.2070,0.9999,-122.770321,15.9902,0.000,0.0000,182.2070,0.0000,0.0000
10 Aug 2024 23:41:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,87.506,20.430,535.885705,0.000,0.000,15.000,-152.373,0.0000,1.000000,170.5511,1.0000,-106.426625,-0.3617,0.000,0.0000,170.5511,0.0000,0.0000
10 Aug 2024 23:41:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.4465,13.495,271.325,67.351,2020.531568,0.000,0.000,15.000,-168.584,0.0000,1.000000,182.0789,1.0000,-122.635978,15.8489,0.000,0.0000,182.0789,0.0000,0.0000
10 Aug 2024 23:42:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,152.339,41.022,682.873322,0.000,0.000,15.000,-154.480,0.0000,1.000000,172.6564,0.9997,-108.502473,1.7448,0.000,0.0000,172.6564,0.0000,0.0000
10 Aug 2024 23:42:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.4242,13.473,259.674,67.489,2073.412361,0.000,0.000,15.000,-168.831,0.0000,1.000000,182.3033,0.9999,-122.873469,16.0959,0.000,0.0000,182.3033,0.0000,0.0000
10 Aug 2024 23:43:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,2.3809,15.429,164.017,56.360,1000.043707,0.000,0.000,15.000,-160.542,0.0000,1.000000,175.9700,0.9996,-114.553605,7.8071,0.000,0.0000,175.9700,0.0000,0.0000
10 Aug 2024 23:43:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3821,13.431,249.091,67.751,2202.843882,0.000,0.000,15.000,-169.399,0.0000,1.000000,182.8293,0.9998,-123.433484,16.6643,0.000,0.0000,182.8293,0.0000,0.0000
10 Aug 2024 23:44:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.1306,14.179,168.217,63.238,1373.388519,0.000,0.000,15.000,-164.548,0.0000,1.000000,178.7255,0.9996,-118.555780,11.8130,0.000,0.0000,178.7255,0.0000,0.0000
10 Aug 2024 23:44:16.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3468,13.395,240.069,67.972,2395.825280,0.000,0.000,15.000,-170.164,0.0000,1.000000,183.5587,0.9998,-124.191867,17.4293,0.000,0.0000,183.5587,0.0000,0.0000
10 Aug 2024 23:45:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.6061,13.655,170.340,66.368,1766.609643,0.000,0.000,15.000,-167.259,0.0000,1.000000,180.9124,0.9996,-121.265814,14.5244,0.000,0.0000,180.9124,0.0000,0.0000
10 Aug 2024 23:46:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3919,13.440,171.607,67.690,2167.733667,0.000,0.000,15.000,-169.251,0.0000,1.000000,182.6897,0.9996,-123.256830,16.5160,0.000,0.0000,182.6897,0.0000,0.0000
10 Aug 2024 23:47:16.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,172.438,68.031,2571.791350,0.000,0.000,15.000,-170.790,0.0000,1.000000,184.1743,0.9996,-124.795801,18.0552,0.000,0.0000,184.1743,0.0000,0.0000

